Title,Title_link,partial_entry,rev_wrap,Headline,Field1
Delicious!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667607389-By_CHLOE-London_England.html,Delicious food and atmosphere. The lady on the till was very lovely and helpful! Perfect place for vegan food in London!,Date of visit: April 2019,Delicious!,Delicious food and atmosphere. The lady on the till was very lovely and helpful! Perfect place for vegan food in London!
Quite incredible,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667603214-By_CHLOE-London_England.html,"Came along with my daughter. Little sceptical about the vegan hype, but absolutely delicious. The taste was far better than I would have imagined if I hadn’t tried it!! Try for yourself - you won’t regret it!",>,Quite incredible,"Came along with my daughter. Little sceptical about the vegan hype, but absolutely delicious. The taste was far better than I would have imagined if I hadn’t tried it!! Try for yourself - you won’t regret it!"
Amazing Food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667602205-By_CHLOE-London_England.html,"Great location. Great atmosphere. Great food and great service. What's not to like about this place. Highly recommended for vegans, vegetarians and non-vegetarians.",Date of visit: April 2019,Amazing Food,"Great location. Great atmosphere. Great food and great service. What's not to like about this place. Highly recommended for vegans, vegetarians and non-vegetarians."
Lunch at Eat by Chloe,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667602109-By_CHLOE-London_England.html,"The best salad I’ve ever eaten, insanely tasty and completely vegan. Already planning my next trip to try the entire menu!!!",>,Lunch at Eat by Chloe,"The best salad I’ve ever eaten, insanely tasty and completely vegan. Already planning my next trip to try the entire menu!!!"
First time,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667595634-By_CHLOE-London_England.html,"First time coming here, the vibe is really cool, staff are amazing. And the food is on another level, definitely coming back to complete the menu!",Date of visit: April 2019,First time,"First time coming here, the vibe is really cool, staff are amazing. And the food is on another level, definitely coming back to complete the menu!"
YUM,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667595320-By_CHLOE-London_England.html,Absolutely love the food here and very friendly staff too. Could keep coming back and never get bored with so much choice!,Date of visit: April 2019,YUM,Absolutely love the food here and very friendly staff too. Could keep coming back and never get bored with so much choice!
Great burgers,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667594106-By_CHLOE-London_England.html,Delicious vegan food and child friendly. Good coffee as well! Gets very busy but great atmosphere. I definitely recommend,Date of visit: April 2019,Great burgers,Delicious vegan food and child friendly. Good coffee as well! Gets very busy but great atmosphere. I definitely recommend
,,,,,
Relaxed atmosphere,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667584541-By_CHLOE-London_England.html,A great place to relax and grab some amazing food. Modern and cool interior for eating some of the best pasta I’ve had.,>,Relaxed atmosphere,A great place to relax and grab some amazing food. Modern and cool interior for eating some of the best pasta I’ve had.
So good!!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667582892-By_CHLOE-London_England.html,"Great fresh food, wonderful service with really cheery staff. Great central location. Ordered a kale salad and avocado pesto pasta. Perfect for a quick lunch. Will definitely be back!",>,So good!!,"Great fresh food, wonderful service with really cheery staff. Great central location. Ordered a kale salad and avocado pesto pasta. Perfect for a quick lunch. Will definitely be back!"
Good as NYC!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667564895-By_CHLOE-London_England.html,"As good as the New York Original branch but with local British delicacies as well! We enjoyed the fish and chips and homemade lemonade - the chips were outstanding! Were expecting a more textured Seitan  option for the fish, but the tofu was delicious nonetheless.",Date of visit: April 2019,Good as NYC!,"As good as the New York Original branch but with local British delicacies as well! We enjoyed the fish and chips and homemade lemonade - the chips were outstanding! Were expecting a more textured Seitan option for the fish, but the tofu was delicious nonetheless."
By Chloe- tea and vegan cakes,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667452180-By_CHLOE-London_England.html,This is my 5th visit and not only is the food incredible the service is amazing too. The atmosphere is great too. Would highly recommend it to everyone not just vegans. My favourite dessert is the chocolate cupcake :D,Date of visit: April 2019,By Chloe- tea and vegan cakes,This is my 5th visit and not only is the food incredible the service is amazing too. The atmosphere is great too. Would highly recommend it to everyone not just vegans. My favourite dessert is the chocolate cupcake :D
Vegan Fast Food,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667451952-By_CHLOE-London_England.html,Great food and great service! This place makes it so easy to be vegan! Always end up here whenever I am in London. Wish there was one closer to home.,Date of visit: April 2019,Vegan Fast Food,Great food and great service! This place makes it so easy to be vegan! Always end up here whenever I am in London. Wish there was one closer to home.
Delicious.,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667400948-By_CHLOE-London_England.html,Really delicious vegan fast food with great service from Raquel. Even my fussy children loved it. Definitely recommended,Date of visit: April 2019,Delicious.,Really delicious vegan fast food with great service from Raquel. Even my fussy children loved it. Definitely recommended
Good service,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667377445-By_CHLOE-London_England.html,"Really good and fast service. Served by Raquel. She was really friendly and helpful. Fab food 😀
 We will definitely be back!",Date of visit: April 2019,Good service,Really good and fast service. Served by Raquel. She was really friendly and helpful. Fab food  We will definitely be back!
By Chloe,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667224147-By_CHLOE-London_England.html,"Good selection of vegan and food with a casual and lively atmosphere. Simple and healthy food, although wouldn’t recommend the gluten free burger bun.",Date of visit: April 2019,By Chloe,"Good selection of vegan and food with a casual and lively atmosphere. Simple and healthy food, although wouldn’t recommend the gluten free burger bun."
Good,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667223811-By_CHLOE-London_England.html,Had the kale Caesar with tempeh and was very enjoyable tasted like the real thing with nice croutons although would’ve preferred the tempeh hot,Date of visit: April 2019,Good,Had the kale Caesar with tempeh and was very enjoyable tasted like the real thing with nice croutons although would’ve preferred the tempeh hot
Nice cafe,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667215515-By_CHLOE-London_England.html,"Lovely food. Nice chairs and lamps. 

Great service would recommend 10/10 new concept v cool.

Nice chairs",Date of visit: April 2019,Nice cafe,Lovely food. Nice chairs and lamps. Great service would recommend 10/10 new concept v cool.Nice chairs
,,,,,
Recommend!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667212301-By_CHLOE-London_England.html,"Really good vegan food😻 easy, healthier, good ans something to choose for every one! I really liked it!",Date of visit: April 2019,Recommend!,"Really good vegan food easy, healthier, good ans something to choose for every one! I really liked it!"
Amazing!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667195868-By_CHLOE-London_England.html,"The mac and cheese was incredible! I’ve been to several vegan restaurants in London, but this one tops them all! Beautiful decor was another added bonus! I will definitely be back!",Date of visit: April 2019,Amazing!,"The mac and cheese was incredible! I’ve been to several vegan restaurants in London, but this one tops them all! Beautiful decor was another added bonus! I will definitely be back!"
Great experience!,https://www.tripadvisor.com/ShowUserReviews-g186338-d13473946-r667195713-By_CHLOE-London_England.html,My friend and I visited by CHLOE. in Covent Garden and had the fish & chips and mac & cheese. We both loved our food! The fish & chips were a great vegan alternative to a London staple. And the staff was incredibly welcoming and...More,>,Great experience!,My friend and I visited by CHLOE. in Covent Garden and had the fish & chips and mac & cheese. We both loved our food! The fish & chips were a great vegan alternative to a London staple. And the staff was incredibly welcoming and helpful! P.s. try the chipotle aioli — it was so tasty!
